latitude,longitude,gnn+lstm,gnn,cnn+lstm,cnn
21.305,92.655,0.67,0.64,0.53,0.52
21.305,92.665,0.66,0.63,0.53,0.51
21.305,92.675,0.67,0.62,0.54,0.51
21.315,92.045,0.64,0.7,0.74,0.75
21.315,92.055,0.85,0.79,0.71,0.77
21.315,92.065,0.85,0.79,0.7,0.76
21.315,92.075,0.85,0.79,0.69,0.76
21.315,92.085,0.85,0.78,0.7,0.77
21.315,92.095,0.86,0.78,0.71,0.78
21.315,92.105,0.86,0.8,0.71,0.79
21.315,92.115,0.86,0.79,0.72,0.79
21.315,92.125,0.86,0.81,0.72,0.8
21.315,92.135,0.87,0.81,0.73,0.81
21.315,92.145,0.87,0.81,0.74,0.81
21.315,92.155,0.87,0.81,0.74,0.81
21.315,92.165,0.87,0.81,0.73,0.81
21.315,92.175,0.86,0.82,0.73,0.81
21.315,92.185,0.86,0.8,0.73,0.8
21.315,92.195,0.86,0.81,0.72,0.8
21.315,92.585,0.73,0.7,0.59,0.6
21.315,92.595,0.73,0.69,0.59,0.6
21.315,92.605,0.73,0.69,0.58,0.58
21.315,92.615,0.72,0.68,0.57,0.57
21.315,92.625,0.7,0.67,0.56,0.55
21.315,92.635,0.68,0.66,0.54,0.54
21.315,92.645,0.67,0.64,0.53,0.53
21.315,92.655,0.66,0.62,0.52,0.52
21.315,92.665,0.66,0.62,0.53,0.51
21.325,92.045,0.64,0.71,0.74,0.75
21.325,92.055,0.85,0.8,0.71,0.77
21.325,92.065,0.85,0.79,0.7,0.77
21.325,92.075,0.85,0.78,0.69,0.76
21.325,92.085,0.85,0.79,0.7,0.77
21.325,92.095,0.86,0.8,0.71,0.78
21.325,92.105,0.86,0.8,0.72,0.79
21.325,92.115,0.86,0.81,0.72,0.8
21.325,92.125,0.86,0.8,0.73,0.8
21.325,92.135,0.87,0.81,0.73,0.81
21.325,92.145,0.87,0.81,0.73,0.81
21.325,92.155,0.87,0.82,0.73,0.81
21.325,92.165,0.87,0.81,0.73,0.81
21.325,92.175,0.86,0.82,0.73,0.81
21.325,92.185,0.86,0.8,0.73,0.8
21.325,92.195,0.86,0.82,0.72,0.8
21.325,92.205,0.86,0.82,0.72,0.8
21.325,92.585,0.73,0.7,0.59,0.6
21.325,92.595,0.73,0.7,0.59,0.6
21.325,92.605,0.73,0.69,0.59,0.58
21.325,92.615,0.72,0.68,0.58,0.57
21.325,92.625,0.7,0.66,0.56,0.56
21.325,92.635,0.68,0.65,0.54,0.54
21.325,92.645,0.66,0.63,0.52,0.52
21.325,92.655,0.66,0.62,0.52,0.51
21.325,92.665,0.66,0.64,0.53,0.51
21.335,92.035,0.67,0.72,0.75,0.76
21.335,92.045,0.65,0.69,0.74,0.75
21.335,92.055,0.86,0.81,0.71,0.78
21.335,92.065,0.85,0.79,0.7,0.77
21.335,92.075,0.85,0.78,0.69,0.77
21.335,92.085,0.85,0.79,0.7,0.77
21.335,92.095,0.86,0.8,0.72,0.79
21.335,92.105,0.86,0.8,0.72,0.8
21.335,92.115,0.86,0.82,0.73,0.8
21.335,92.125,0.87,0.81,0.73,0.8
21.335,92.135,0.86,0.82,0.73,0.8
21.335,92.145,0.87,0.81,0.73,0.81
21.335,92.155,0.87,0.82,0.73,0.81
21.335,92.165,0.87,0.82,0.73,0.81
21.335,92.175,0.86,0.82,0.73,0.81
21.335,92.185,0.86,0.81,0.73,0.8
21.335,92.195,0.86,0.8,0.73,0.81
21.335,92.205,0.86,0.81,0.73,0.8
21.335,92.575,0.74,0.71,0.59,0.6
21.335,92.585,0.73,0.7,0.59,0.6
21.335,92.595,0.73,0.7,0.6,0.6
21.335,92.605,0.73,0.7,0.59,0.59
21.335,92.615,0.72,0.69,0.58,0.57
21.335,92.625,0.71,0.67,0.57,0.56
21.335,92.635,0.69,0.64,0.54,0.54
21.335,92.645,0.67,0.62,0.53,0.52
21.335,92.655,0.66,0.62,0.52,0.51
21.345,92.035,0.66,0.72,0.75,0.76
21.345,92.045,0.65,0.71,0.74,0.75
21.345,92.055,0.86,0.8,0.71,0.78
21.345,92.065,0.86,0.8,0.7,0.77
21.345,92.075,0.85,0.78,0.69,0.76
21.345,92.085,0.85,0.79,0.69,0.77
21.345,92.095,0.86,0.8,0.71,0.79
21.345,92.105,0.86,0.8,0.72,0.8
21.345,92.115,0.87,0.81,0.73,0.8
21.345,92.125,0.87,0.81,0.73,0.81
21.345,92.135,0.87,0.82,0.73,0.81
21.345,92.145,0.87,0.81,0.73,0.81
21.345,92.155,0.87,0.82,0.73,0.81
21.345,92.165,0.87,0.82,0.73,0.81
21.345,92.175,0.86,0.82,0.73,0.81
21.345,92.185,0.86,0.81,0.73,0.8
21.345,92.195,0.86,0.82,0.73,0.81
21.345,92.205,0.86,0.81,0.72,0.8
21.345,92.215,0.86,0.81,0.73,0.8
21.345,92.225,0.87,0.82,0.73,0.81
21.345,92.575,0.74,0.7,0.59,0.6
21.345,92.585,0.73,0.7,0.6,0.6
21.345,92.595,0.73,0.7,0.6,0.6
21.345,92.605,0.73,0.7,0.6,0.59
21.345,92.615,0.73,0.7,0.59,0.58
21.345,92.625,0.71,0.67,0.57,0.56
21.345,92.635,0.69,0.65,0.55,0.54
21.345,92.645,0.67,0.63,0.53,0.52
21.345,92.655,0.66,0.62,0.52,0.5
21.355,92.035,0.86,0.81,0.72,0.78
21.355,92.045,0.86,0.81,0.72,0.78
21.355,92.055,0.86,0.81,0.71,0.78
21.355,92.065,0.86,0.8,0.7,0.77
21.355,92.075,0.85,0.79,0.7,0.77
21.355,92.085,0.86,0.79,0.7,0.77
21.355,92.095,0.86,0.8,0.71,0.78
21.355,92.105,0.86,0.8,0.72,0.79
21.355,92.115,0.87,0.82,0.72,0.8
21.355,92.125,0.87,0.82,0.73,0.81
21.355,92.135,0.87,0.83,0.73,0.81
21.355,92.145,0.87,0.81,0.73,0.81
21.355,92.155,0.87,0.83,0.73,0.81
21.355,92.165,0.87,0.81,0.73,0.81
21.355,92.175,0.86,0.81,0.72,0.8
21.355,92.185,0.86,0.82,0.73,0.8
21.355,92.195,0.86,0.81,0.72,0.8
21.355,92.205,0.86,0.82,0.73,0.8
21.355,92.215,0.86,0.83,0.73,0.81
21.355,92.225,0.86,0.82,0.73,0.81
21.355,92.235,0.86,0.83,0.73,0.8
21.355,92.245,0.86,0.83,0.73,0.8
21.355,92.575,0.74,0.71,0.59,0.6
21.355,92.585,0.74,0.71,0.6,0.6
21.355,92.595,0.74,0.71,0.61,0.6
21.355,92.605,0.74,0.71,0.6,0.59
21.355,92.615,0.73,0.7,0.59,0.58
21.355,92.625,0.71,0.67,0.57,0.56
21.355,92.635,0.69,0.66,0.56,0.55
21.355,92.645,0.67,0.64,0.54,0.52
21.355,92.655,0.67,0.63,0.54,0.52
21.365,92.025,0.85,0.81,0.73,0.78
21.365,92.035,0.86,0.81,0.72,0.78
21.365,92.045,0.86,0.81,0.71,0.78
21.365,92.055,0.86,0.79,0.71,0.77
21.365,92.065,0.86,0.81,0.71,0.78
21.365,92.075,0.86,0.79,0.7,0.77
21.365,92.085,0.86,0.8,0.7,0.78
21.365,92.095,0.86,0.79,0.71,0.78
21.365,92.105,0.86,0.82,0.72,0.79
21.365,92.115,0.87,0.82,0.72,0.8
21.365,92.125,0.87,0.82,0.73,0.81
21.365,92.135,0.87,0.82,0.73,0.81
21.365,92.145,0.87,0.82,0.72,0.8
21.365,92.155,0.86,0.82,0.72,0.8
21.365,92.165,0.87,0.81,0.72,0.8
21.365,92.175,0.86,0.82,0.72,0.8
21.365,92.185,0.86,0.83,0.73,0.8
21.365,92.195,0.86,0.82,0.72,0.8
21.365,92.205,0.86,0.82,0.73,0.8
21.365,92.215,0.86,0.82,0.73,0.81
21.365,92.225,0.86,0.81,0.73,0.8
21.365,92.235,0.86,0.83,0.73,0.8
21.365,92.245,0.86,0.83,0.73,0.8
21.365,92.255,0.86,0.84,0.73,0.8
21.365,92.445,0.79,0.75,0.63,0.68
21.365,92.455,0.8,0.76,0.63,0.68
21.365,92.475,0.79,0.77,0.64,0.68
21.365,92.485,0.79,0.76,0.64,0.68
21.365,92.495,0.78,0.76,0.64,0.67
21.365,92.505,0.78,0.76,0.64,0.67
21.365,92.575,0.74,0.71,0.59,0.6
21.365,92.585,0.74,0.69,0.59,0.6
21.365,92.595,0.74,0.7,0.6,0.6
21.365,92.605,0.74,0.71,0.6,0.59
21.365,92.615,0.73,0.7,0.59,0.57
21.365,92.625,0.71,0.68,0.57,0.56
21.365,92.635,0.69,0.66,0.55,0.54
21.365,92.645,0.67,0.64,0.54,0.52
21.375,92.015,0.85,0.81,0.73,0.79
21.375,92.025,0.85,0.81,0.72,0.78
21.375,92.035,0.85,0.8,0.71,0.77
21.375,92.045,0.85,0.8,0.7,0.77
21.375,92.055,0.86,0.79,0.7,0.77
21.375,92.065,0.86,0.8,0.7,0.77
21.375,92.075,0.86,0.8,0.71,0.78
21.375,92.085,0.86,0.81,0.71,0.79
21.375,92.095,0.86,0.81,0.71,0.79
21.375,92.105,0.86,0.8,0.71,0.79
21.375,92.115,0.87,0.81,0.72,0.8
21.375,92.125,0.87,0.82,0.73,0.81
21.375,92.135,0.87,0.81,0.73,0.81
21.375,92.145,0.87,0.82,0.72,0.81
21.375,92.155,0.87,0.82,0.73,0.81
21.375,92.165,0.86,0.82,0.72,0.8
21.375,92.175,0.86,0.82,0.72,0.8
21.375,92.185,0.86,0.82,0.73,0.81
21.375,92.195,0.86,0.81,0.73,0.8
21.375,92.205,0.86,0.82,0.73,0.81
21.375,92.215,0.86,0.81,0.73,0.81
21.375,92.225,0.86,0.83,0.73,0.8
21.375,92.235,0.86,0.82,0.73,0.8
21.375,92.245,0.86,0.84,0.73,0.8
21.375,92.255,0.87,0.84,0.73,0.8
21.375,92.445,0.79,0.75,0.63,0.68
21.375,92.455,0.79,0.76,0.63,0.68
21.375,92.465,0.79,0.76,0.64,0.68
21.375,92.475,0.79,0.77,0.64,0.68
21.375,92.485,0.78,0.76,0.64,0.68
21.375,92.495,0.78,0.76,0.64,0.67
21.375,92.505,0.77,0.75,0.63,0.66
21.375,92.515,0.77,0.73,0.63,0.66
21.375,92.545,0.74,0.7,0.58,0.61
21.375,92.575,0.74,0.71,0.59,0.6
21.375,92.585,0.74,0.71,0.59,0.6
21.375,92.595,0.74,0.71,0.6,0.6
21.375,92.605,0.73,0.7,0.6,0.59
21.375,92.615,0.72,0.7,0.59,0.58
21.375,92.625,0.71,0.67,0.57,0.56
21.375,92.635,0.69,0.66,0.55,0.54
21.375,92.645,0.67,0.62,0.54,0.52
21.385,92.015,0.85,0.8,0.72,0.78
21.385,92.025,0.85,0.79,0.71,0.77
21.385,92.035,0.85,0.79,0.7,0.76
21.385,92.045,0.85,0.78,0.69,0.76
21.385,92.055,0.85,0.78,0.69,0.76
21.385,92.065,0.85,0.79,0.7,0.77
21.385,92.075,0.86,0.8,0.7,0.78
21.385,92.085,0.86,0.8,0.72,0.79
21.385,92.095,0.87,0.81,0.72,0.8
21.385,92.105,0.87,0.81,0.72,0.8
21.385,92.115,0.87,0.82,0.72,0.8
21.385,92.125,0.87,0.82,0.72,0.8
21.385,92.135,0.87,0.82,0.73,0.81
21.385,92.145,0.87,0.82,0.72,0.8
21.385,92.155,0.87,0.82,0.72,0.8
21.385,92.165,0.87,0.82,0.72,0.8
21.385,92.175,0.86,0.82,0.72,0.8
21.385,92.185,0.86,0.82,0.73,0.8
21.385,92.195,0.86,0.83,0.73,0.8
21.385,92.205,0.86,0.82,0.73,0.8
21.385,92.215,0.86,0.82,0.73,0.81
21.385,92.225,0.86,0.81,0.73,0.8
21.385,92.235,0.86,0.81,0.73,0.8
21.385,92.245,0.87,0.83,0.73,0.8
21.385,92.255,0.87,0.84,0.73,0.8
21.385,92.445,0.8,0.77,0.63,0.68
21.385,92.455,0.79,0.75,0.63,0.68
21.385,92.465,0.79,0.76,0.63,0.68
21.385,92.475,0.78,0.75,0.64,0.68
21.385,92.485,0.78,0.75,0.63,0.68
21.385,92.495,0.78,0.73,0.63,0.67
21.385,92.505,0.77,0.75,0.62,0.65
21.385,92.515,0.76,0.73,0.62,0.65
21.385,92.525,0.75,0.73,0.61,0.64
21.385,92.535,0.74,0.7,0.6,0.63
21.385,92.545,0.73,0.71,0.59,0.61
21.385,92.555,0.73,0.7,0.58,0.6
21.385,92.565,0.74,0.7,0.59,0.6
21.385,92.575,0.74,0.69,0.59,0.6
21.385,92.585,0.74,0.7,0.59,0.6
21.385,92.595,0.73,0.7,0.6,0.59
21.385,92.605,0.73,0.7,0.6,0.59
21.385,92.615,0.72,0.68,0.59,0.58
21.385,92.625,0.71,0.68,0.57,0.56
21.385,92.635,0.69,0.67,0.55,0.54
21.385,92.645,0.68,0.65,0.54,0.52
21.395,92.005,0.84,0.79,0.71,0.76
21.395,92.015,0.85,0.79,0.71,0.77
21.395,92.025,0.85,0.8,0.7,0.76
21.395,92.035,0.85,0.78,0.69,0.76
21.395,92.045,0.85,0.79,0.69,0.75
21.395,92.055,0.85,0.78,0.69,0.76
21.395,92.065,0.86,0.79,0.7,0.77
21.395,92.075,0.86,0.81,0.71,0.78
21.395,92.085,0.87,0.81,0.72,0.79
21.395,92.095,0.87,0.81,0.73,0.8
21.395,92.105,0.87,0.81,0.73,0.8
21.395,92.115,0.87,0.82,0.73,0.8
21.395,92.125,0.87,0.82,0.72,0.8
21.395,92.135,0.87,0.82,0.72,0.8
21.395,92.145,0.87,0.82,0.72,0.8
21.395,92.155,0.87,0.82,0.72,0.8
21.395,92.165,0.86,0.83,0.72,0.8
21.395,92.175,0.86,0.82,0.72,0.8
21.395,92.185,0.86,0.82,0.72,0.8
21.395,92.195,0.86,0.82,0.73,0.8
21.395,92.205,0.86,0.82,0.73,0.8
21.395,92.215,0.86,0.81,0.73,0.8
21.395,92.225,0.86,0.81,0.73,0.8
21.395,92.235,0.86,0.82,0.73,0.8
21.395,92.245,0.87,0.83,0.74,0.8
21.395,92.255,0.87,0.84,0.73,0.8
21.395,92.265,0.86,0.82,0.72,0.79
21.395,92.445,0.79,0.75,0.63,0.68
21.395,92.455,0.79,0.76,0.63,0.67
21.395,92.465,0.79,0.74,0.63,0.68
21.395,92.475,0.78,0.74,0.63,0.68
21.395,92.485,0.78,0.75,0.63,0.68
21.395,92.495,0.77,0.74,0.63,0.67
21.395,92.505,0.76,0.74,0.62,0.65
21.395,92.515,0.76,0.73,0.61,0.64
21.395,92.525,0.74,0.72,0.6,0.63
21.395,92.535,0.73,0.7,0.59,0.62
21.395,92.545,0.73,0.69,0.58,0.61
21.395,92.555,0.73,0.7,0.58,0.6
21.395,92.565,0.74,0.69,0.59,0.6
21.395,92.575,0.74,0.7,0.59,0.6
21.395,92.585,0.74,0.71,0.59,0.6
21.395,92.595,0.74,0.71,0.6,0.6
21.395,92.605,0.73,0.7,0.59,0.59
21.395,92.615,0.72,0.7,0.58,0.58
21.395,92.625,0.71,0.68,0.57,0.56
21.395,92.635,0.7,0.66,0.56,0.54
21.395,92.645,0.69,0.65,0.55,0.53
21.405,91.995,0.66,0.72,0.74,0.77
21.405,92.005,0.84,0.79,0.7,0.75
21.405,92.015,0.85,0.78,0.7,0.76
21.405,92.025,0.85,0.78,0.7,0.76
21.405,92.035,0.85,0.79,0.69,0.75
21.405,92.045,0.85,0.79,0.69,0.76
21.405,92.055,0.86,0.8,0.7,0.77
21.405,92.065,0.86,0.8,0.71,0.78
21.405,92.075,0.87,0.81,0.72,0.78
21.405,92.085,0.87,0.81,0.71,0.79
21.405,92.095,0.87,0.82,0.72,0.79
21.405,92.105,0.87,0.82,0.73,0.8
21.405,92.115,0.87,0.82,0.73,0.8
21.405,92.125,0.87,0.82,0.72,0.8
21.405,92.135,0.87,0.82,0.72,0.8
21.405,92.145,0.87,0.82,0.72,0.8
21.405,92.155,0.87,0.81,0.72,0.8
21.405,92.165,0.86,0.82,0.72,0.8
21.405,92.175,0.86,0.82,0.72,0.8
21.405,92.185,0.86,0.81,0.72,0.8
21.405,92.195,0.86,0.82,0.73,0.8
21.405,92.205,0.86,0.82,0.73,0.81
21.405,92.215,0.86,0.82,0.73,0.8
21.405,92.225,0.86,0.82,0.73,0.8
21.405,92.235,0.86,0.8,0.73,0.8
21.405,92.245,0.86,0.84,0.73,0.8
21.405,92.255,0.86,0.84,0.73,0.79
21.405,92.265,0.86,0.82,0.72,0.79
21.405,92.435,0.79,0.76,0.63,0.67
21.405,92.445,0.79,0.76,0.63,0.68
21.405,92.455,0.79,0.75,0.64,0.68
21.405,92.465,0.79,0.75,0.63,0.68
21.405,92.475,0.78,0.76,0.63,0.68
21.405,92.485,0.77,0.76,0.63,0.67
21.405,92.495,0.77,0.73,0.62,0.66
21.405,92.505,0.76,0.72,0.61,0.64
21.405,92.515,0.75,0.72,0.6,0.63
21.405,92.525,0.74,0.71,0.59,0.62
21.405,92.535,0.72,0.71,0.58,0.61
21.405,92.545,0.73,0.7,0.58,0.6
21.405,92.555,0.73,0.7,0.57,0.59
21.405,92.565,0.73,0.69,0.59,0.59
21.405,92.575,0.73,0.71,0.59,0.6
21.405,92.585,0.73,0.69,0.59,0.6
21.405,92.595,0.73,0.71,0.59,0.59
21.405,92.605,0.73,0.71,0.59,0.58
21.405,92.615,0.72,0.7,0.58,0.58
21.405,92.625,0.71,0.68,0.57,0.56
21.405,92.635,0.7,0.66,0.56,0.54
21.405,92.645,0.69,0.66,0.55,0.53
21.415,91.995,0.65,0.68,0.74,0.76
21.415,92.005,0.84,0.78,0.69,0.75
21.415,92.015,0.85,0.77,0.69,0.75
21.415,92.025,0.84,0.78,0.69,0.75
21.415,92.035,0.85,0.79,0.69,0.75
21.415,92.045,0.86,0.8,0.7,0.77
21.415,92.055,0.86,0.8,0.71,0.78
21.415,92.065,0.86,0.8,0.72,0.78
21.415,92.075,0.87,0.8,0.72,0.78
21.415,92.085,0.86,0.8,0.71,0.78
21.415,92.095,0.87,0.81,0.72,0.79
21.415,92.105,0.87,0.81,0.72,0.79
21.415,92.115,0.87,0.82,0.72,0.8
21.415,92.125,0.87,0.82,0.72,0.8
21.415,92.135,0.87,0.82,0.72,0.8
21.415,92.145,0.87,0.81,0.72,0.8
21.415,92.155,0.87,0.82,0.72,0.8
21.415,92.165,0.86,0.82,0.72,0.8
21.415,92.175,0.86,0.81,0.72,0.8
21.415,92.185,0.86,0.82,0.72,0.79
21.415,92.195,0.87,0.82,0.73,0.8
21.415,92.205,0.86,0.83,0.74,0.8
21.415,92.215,0.86,0.81,0.73,0.8
21.415,92.225,0.86,0.81,0.73,0.8
21.415,92.235,0.86,0.83,0.73,0.8
21.415,92.245,0.86,0.83,0.73,0.79
21.415,92.255,0.86,0.83,0.73,0.79
21.415,92.265,0.85,0.82,0.71,0.78
21.415,92.435,0.79,0.76,0.62,0.67
21.415,92.445,0.79,0.76,0.63,0.68
21.415,92.455,0.79,0.77,0.63,0.68
21.415,92.465,0.78,0.75,0.63,0.67
21.415,92.475,0.78,0.76,0.63,0.67
21.415,92.485,0.77,0.74,0.63,0.67
21.415,92.495,0.77,0.75,0.62,0.66
21.415,92.505,0.76,0.73,0.61,0.64
21.415,92.515,0.74,0.71,0.6,0.63
21.415,92.525,0.73,0.71,0.58,0.61
21.415,92.535,0.72,0.69,0.57,0.6
21.415,92.545,0.72,0.69,0.57,0.59
21.415,92.555,0.72,0.68,0.57,0.58
21.415,92.565,0.73,0.7,0.58,0.59
21.415,92.575,0.73,0.71,0.59,0.6
21.415,92.585,0.73,0.7,0.59,0.6
21.415,92.595,0.73,0.69,0.59,0.59
21.415,92.605,0.72,0.69,0.59,0.58
21.415,92.615,0.72,0.68,0.58,0.57
21.415,92.625,0.71,0.67,0.57,0.56
21.415,92.635,0.7,0.67,0.56,0.54
21.425,91.975,0.66,0.73,0.75,0.78
21.425,91.985,0.65,0.72,0.74,0.77
21.425,91.995,0.65,0.69,0.74,0.76
21.425,92.005,0.85,0.79,0.7,0.75
21.425,92.015,0.85,0.79,0.7,0.75
21.425,92.025,0.85,0.79,0.7,0.75
21.425,92.035,0.86,0.79,0.7,0.76
21.425,92.045,0.86,0.81,0.7,0.77
21.425,92.055,0.86,0.81,0.71,0.77
21.425,92.065,0.86,0.81,0.71,0.78
21.425,92.075,0.86,0.8,0.71,0.78
21.425,92.085,0.86,0.8,0.71,0.78
21.425,92.095,0.87,0.81,0.72,0.79
21.425,92.105,0.87,0.81,0.72,0.79
21.425,92.115,0.87,0.82,0.72,0.79
21.425,92.125,0.87,0.82,0.72,0.8
21.425,92.135,0.87,0.82,0.72,0.8
21.425,92.145,0.87,0.82,0.73,0.8
21.425,92.155,0.87,0.82,0.73,0.8
21.425,92.165,0.87,0.81,0.73,0.8
21.425,92.175,0.86,0.82,0.73,0.8
21.425,92.185,0.86,0.82,0.72,0.8
21.425,92.195,0.86,0.82,0.73,0.8
21.425,92.205,0.86,0.82,0.74,0.8
21.425,92.215,0.86,0.81,0.73,0.8
21.425,92.225,0.85,0.82,0.73,0.79
21.425,92.235,0.86,0.83,0.73,0.79
21.425,92.245,0.86,0.83,0.73,0.79
21.425,92.255,0.86,0.83,0.72,0.79
21.425,92.265,0.85,0.83,0.71,0.78
21.425,92.305,0.84,0.81,0.71,0.76
21.425,92.315,0.84,0.82,0.71,0.76
21.425,92.325,0.84,0.81,0.71,0.75
21.425,92.435,0.79,0.76,0.62,0.66
21.425,92.445,0.79,0.75,0.63,0.67
21.425,92.455,0.78,0.76,0.63,0.68
21.425,92.465,0.78,0.74,0.63,0.67
21.425,92.475,0.77,0.74,0.63,0.67
21.425,92.485,0.77,0.74,0.63,0.66
21.425,92.495,0.76,0.73,0.62,0.65
21.425,92.505,0.75,0.72,0.6,0.63
21.425,92.515,0.74,0.71,0.59,0.62
21.425,92.525,0.73,0.7,0.58,0.61
21.425,92.535,0.71,0.67,0.56,0.59
21.425,92.545,0.71,0.68,0.56,0.58
21.425,92.555,0.72,0.69,0.57,0.57
21.425,92.565,0.73,0.7,0.58,0.58
21.425,92.575,0.73,0.71,0.58,0.58
21.425,92.585,0.73,0.7,0.59,0.59
21.425,92.595,0.73,0.71,0.59,0.59
21.425,92.605,0.72,0.7,0.59,0.58
21.425,92.615,0.72,0.69,0.58,0.57
21.425,92.625,0.71,0.68,0.57,0.55
21.425,92.635,0.69,0.66,0.56,0.54
21.425,92.645,0.69,0.65,0.55,0.54
21.435,91.965,0.67,0.72,0.75,0.78
21.435,91.975,0.66,0.71,0.74,0.77
21.435,91.985,0.64,0.7,0.73,0.76
21.435,91.995,0.65,0.7,0.74,0.76
21.435,92.005,0.85,0.79,0.7,0.75
21.435,92.015,0.86,0.79,0.7,0.75
21.435,92.025,0.86,0.8,0.7,0.76
21.435,92.035,0.86,0.8,0.7,0.76
21.435,92.045,0.86,0.8,0.71,0.77
21.435,92.055,0.86,0.81,0.71,0.78
21.435,92.065,0.86,0.8,0.71,0.77
21.435,92.075,0.86,0.8,0.7,0.77
21.435,92.085,0.86,0.8,0.71,0.78
21.435,92.095,0.86,0.81,0.71,0.79
21.435,92.105,0.87,0.81,0.72,0.79
21.435,92.115,0.87,0.82,0.72,0.8
21.435,92.125,0.87,0.82,0.73,0.8
21.435,92.135,0.87,0.83,0.73,0.8
21.435,92.145,0.87,0.82,0.73,0.8
21.435,92.155,0.87,0.82,0.73,0.8
21.435,92.165,0.86,0.82,0.73,0.8
21.435,92.175,0.86,0.82,0.73,0.8
21.435,92.185,0.86,0.82,0.73,0.8
21.435,92.195,0.86,0.82,0.73,0.8
21.435,92.205,0.86,0.82,0.74,0.8
21.435,92.215,0.86,0.82,0.73,0.8
21.435,92.225,0.86,0.82,0.73,0.79
21.435,92.235,0.85,0.82,0.72,0.79
21.435,92.245,0.86,0.82,0.72,0.79
21.435,92.255,0.86,0.82,0.72,0.78
21.435,92.265,0.85,0.82,0.71,0.78
21.435,92.275,0.85,0.81,0.71,0.77
21.435,92.285,0.85,0.82,0.7,0.77
21.435,92.295,0.84,0.82,0.71,0.77
21.435,92.305,0.84,0.82,0.71,0.76
21.435,92.315,0.84,0.82,0.71,0.75
21.435,92.325,0.84,0.81,0.7,0.75
21.435,92.335,0.84,0.81,0.69,0.74
21.435,92.425,0.78,0.75,0.61,0.65
21.435,92.435,0.78,0.75,0.62,0.66
21.435,92.445,0.79,0.76,0.63,0.67
21.435,92.455,0.78,0.76,0.63,0.67
21.435,92.465,0.77,0.74,0.62,0.67
21.435,92.475,0.77,0.75,0.62,0.66
21.435,92.485,0.77,0.74,0.62,0.65
21.435,92.495,0.76,0.73,0.61,0.64
21.435,92.505,0.75,0.72,0.6,0.62
21.435,92.515,0.74,0.71,0.58,0.61
21.435,92.525,0.72,0.68,0.57,0.6
21.435,92.535,0.72,0.67,0.56,0.58
21.435,92.545,0.72,0.69,0.56,0.58
21.435,92.555,0.72,0.69,0.57,0.58
21.435,92.565,0.73,0.69,0.58,0.58
21.435,92.575,0.73,0.7,0.58,0.59
21.435,92.585,0.72,0.7,0.59,0.59
21.435,92.595,0.72,0.7,0.59,0.59
21.435,92.605,0.72,0.7,0.59,0.58
21.435,92.615,0.71,0.69,0.58,0.57
21.435,92.625,0.7,0.69,0.57,0.55
21.435,92.635,0.69,0.67,0.56,0.54
21.445,91.965,0.66,0.73,0.75,0.77
21.445,91.975,0.65,0.72,0.74,0.76
21.445,91.985,0.65,0.7,0.73,0.76
21.445,91.995,0.64,0.7,0.73,0.75
21.445,92.005,0.84,0.78,0.69,0.74
21.445,92.015,0.85,0.78,0.7,0.75
21.445,92.025,0.86,0.79,0.7,0.76
21.445,92.035,0.86,0.8,0.71,0.77
21.445,92.045,0.87,0.82,0.72,0.78
21.445,92.055,0.87,0.81,0.72,0.78
21.445,92.065,0.86,0.81,0.71,0.78
21.445,92.075,0.86,0.8,0.71,0.78
21.445,92.085,0.86,0.81,0.71,0.78
21.445,92.095,0.86,0.81,0.71,0.79
21.445,92.105,0.87,0.81,0.72,0.8
21.445,92.115,0.87,0.82,0.72,0.8
21.445,92.125,0.87,0.83,0.73,0.8
21.445,92.135,0.87,0.83,0.73,0.8
21.445,92.145,0.87,0.82,0.73,0.8
21.445,92.155,0.86,0.82,0.72,0.8
21.445,92.165,0.86,0.81,0.71,0.79
21.445,92.175,0.86,0.82,0.72,0.79
21.445,92.185,0.86,0.82,0.72,0.79
21.445,92.195,0.86,0.82,0.73,0.8
21.445,92.205,0.86,0.83,0.73,0.8
21.445,92.215,0.86,0.83,0.73,0.8
21.445,92.225,0.85,0.82,0.72,0.79
21.445,92.235,0.85,0.82,0.72,0.78
21.445,92.245,0.85,0.82,0.71,0.78
21.445,92.255,0.86,0.82,0.72,0.78
21.445,92.265,0.85,0.82,0.71,0.78
21.445,92.275,0.85,0.81,0.71,0.77
21.445,92.285,0.85,0.82,0.71,0.77
21.445,92.295,0.84,0.82,0.71,0.76
21.445,92.305,0.84,0.81,0.71,0.76
21.445,92.315,0.84,0.82,0.7,0.75
21.445,92.325,0.84,0.82,0.7,0.74
21.445,92.335,0.83,0.81,0.69,0.73
21.445,92.415,0.78,0.72,0.61,0.65
21.445,92.425,0.78,0.74,0.61,0.65
21.445,92.435,0.78,0.74,0.62,0.66
21.445,92.445,0.78,0.75,0.62,0.67
21.445,92.455,0.78,0.74,0.62,0.67
21.445,92.465,0.77,0.74,0.62,0.66
21.445,92.475,0.77,0.74,0.62,0.66
21.445,92.485,0.76,0.74,0.62,0.65
21.445,92.495,0.76,0.73,0.61,0.64
21.445,92.505,0.74,0.71,0.59,0.62
21.445,92.515,0.73,0.69,0.58,0.6
21.445,92.525,0.72,0.68,0.57,0.59
21.445,92.535,0.71,0.68,0.56,0.58
21.445,92.545,0.72,0.69,0.56,0.57
21.445,92.555,0.72,0.69,0.57,0.57
